Indexed URL,Title,Location,Date Added,Date Ended,Company,Phone,Website,Error
https://www.segwayguidedtours.com/tour.cfm?Tour=331,Porto Segway Tours,"Porto, Portugal",Added: 7/10/07,,Tour Company:Porto Segway Tours,00351918539455,www.PortoSegwayTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=332,"Global Glide Tours, Inc.","Asheville, North Carolina",Added: 7/15/07,,"Tour Company:Global Glide Tours, Inc.",828.808-7080,Asheville Travel Guides,
https://www.segwayguidedtours.com/tour.cfm?Tour=333,Segway of Scottsdale,"Scottsdale, Arizona",Added: 7/16/07,,Tour Company:Segway of Scottsdale,623.512-2882,www.SegwayOfScottsdale.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=335,SegPortoWay,"Porto, Portugal",Added: 7/20/07,,Tour Company:SegPortoWay,351 917562045,www.SegPortoWay.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=336,SegPortoWay,"Viana Do Castelo, Portugal",Added: 7/20/07,,Tour Company:SegPortoWay,00351917562045,www.SegPortoWay.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=338,"S. H. Gliding Tours, Inc.","Berlin, Maryland",Added: 7/27/07,,"Tour Company:S. H. Gliding Tours, Inc.",410.845-3278,www.SalisburyFun.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=337,Biur Turystyki Aktywnej Wagabunda,"Krakow, Poland",Added: 7/21/07,,Tour Company:Biur Turystyki Aktywnej Wagabunda,+48 605 85 8458,www.SegwayTours.pl,
https://www.segwayguidedtours.com/tour.cfm?Tour=344,SegAway Texas,"Dallas / Fort Worth, Texas",Added: 8/3/07,,Tour Company:SegAway Texas,817.573-5030,www.SegawayTexas.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=342,Cardiff Bay Segway,"Cardiff, Wales",Added: 8/3/07,,Tour Company:Cardiff Bay Segway,07853 591036,www.CardiffBaySegway.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=345,Disney's California Adventure Park,"Anaheim, California",Added: 8/2/07,,Tour Company:Disney's California Adventure Park,714.781-4400,www.Disneyland.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=346,Segway City Tour Zagreb,"Zagreb, Croatia",Added: 8/17/07,,Tour Company:Segway City Tour Zagreb,www.segway.hr,Zagreb Travel Guides,
https://www.segwayguidedtours.com/tour.cfm?Tour=347,way2move,"Hillegom, Netherlands",Added: 8/19/07,,Tour Company:way2move,+31(0)629034686,www.way2move.nl,
https://www.segwayguidedtours.com/tour.cfm?Tour=349,"Seacoast Fun Rides, Inc.","Hampton Falls, New Hampshire",Added: 8/23/07,,"Tour Company:Seacoast Fun Rides, Inc.",603.772-9041,www.SeacoastFunRides.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=360,Silence Tour,"Sintra, Portugal",Added: 9/11/07,,Tour Company:Silence Tour,351 912 942 942,www.silencetour.pt,
https://www.segwayguidedtours.com/tour.cfm?Tour=363,Segway Glenwood Springs,"Glenwood Springs, Colorado",Added: 9/19/07,,Tour Company:Segway Glenwood Springs,970.928-8804,www.SegwayGlenwoodSprings.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=368,SegPortoWay,"Ponte De Lima, Portugal",Added: 9/28/07,,Tour Company:SegPortoWay,351 917562045,www.SegPortoWay.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=375,Shasta Glide 'n Ride,"Redding, California",Added: 5/30/07,,Tour Company:Shasta Glide 'n Ride,866.466-4111,www.ShastaGlidenRide.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=374,"Enviro-Glide Rentals, Inc.","Edmonton, Canada",Added: 11/8/07,,"Tour Company:Enviro-Glide Rentals, Inc.",780.995-7347,www.enviroglide.ca,
https://www.segwayguidedtours.com/tour.cfm?Tour=377,Gliding Easy LLC,"Clinton, Mississippi",Added: 11/23/07,,Tour Company:Gliding Easy LLC,601.955-1148,www.GlidingEasy.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=373,SEGWAY MALAGA TOURS,"Malaga, Spain",Added: 10/23/07,,Tour Company:SEGWAY MALAGA TOURS,630 15 29 78,www.SegwayMalagaTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=379,"Zero Emission Tours, Inc.","Celebration, Florida",Added: 11/29/07,,"Tour Company:Zero Emission Tours, Inc.",407.744-8078,www.zetours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=381,Steve's Segway Tours,"Chicago, Illinois",Added: 12/6/07,,Tour Company:Steve's Segway Tours,312.946-9467,www.StevesSegwayTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=386,Segway New Orleans Tours,"New Orleans, Louisiana",Added: 12/12/07,,Tour Company:Segway New Orleans Tours,504.942-1970,www.SegwayNOLA.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=387,Liberty Segway LLC,"Sacramento, California",Added: 12/17/07,,Tour Company:Liberty Segway LLC,916.956-5071,www.LibertySegway.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=390,Segway of Naples,"Naples, Florida",Added: 3/29/07,,Tour Company:Segway of Naples,800.592-0848,www.nttep.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=391,Dallas Segway Tours,"Dallas / Fort Worth, Texas",Added: 1/8/08,,Tour Company:Dallas Segway Tours,972.821-9054,www.DallasSegwayTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=396,Altitude Events,"East Grinstead, England",Added: 1/28/08,,Tour Company:Altitude Events,07832 227571,www.AltitudeEvents.org,
https://www.segwayguidedtours.com/tour.cfm?Tour=402,funky-move.de,"Cologne, Germany",Added: 2/13/08,,Tour Company:funky-move.de,+49 2206852133,www.segway-citytour-koeln.de,
https://www.segwayguidedtours.com/tour.cfm?Tour=403,Mecklenburg County Park and Recreation,"Huntersville, North Carolina",Added: 2/15/08,,Tour Company:Mecklenburg County Park and Recreation,704.875-1392,www.parkandrec.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=406,Go Segway,"Southlake, Texas",Added: 2/27/08,,Tour Company:Go Segway,www.GoSegway.com,Southlake Travel Guides,
https://www.segwayguidedtours.com/tour.cfm?Tour=407,Catalina Segways / Island Chariots,"Avalon, California",Added: 3/5/08,,Tour Company:Catalina Segways / Island Chariots,310.308-4640,www.CatalinaSegways.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=415,Segway kzn,"Durban, South Africa",Added: 4/8/08,,Tour Company:Segway kzn,+27(0)733936945,www.segwaykzn.co.za,
https://www.segwayguidedtours.com/tour.cfm?Tour=418,SEGS ON THE BEACH INC.,"Fort Myers Beach, Florida",Added: 4/14/08,,Tour Company:SEGS ON THE BEACH INC.,239.822-0277,Fort Myers Beach Travel Guides,
https://www.segwayguidedtours.com/tour.cfm?Tour=422,HB-Adventure Switzerland,"Zurich, Switzerland",Added: 4/30/08,,Tour Company:HB-Adventure Switzerland,+41 56 424 31 4,www.hb-as.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=423,EcoMotion Tours,"Amelia Island, Florida",Added: 5/2/08,,Tour Company:EcoMotion Tours,904.251-9477,www.EcoMotionTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=424,Lakeland Segway Ltd,"Graythwaite, England",Added: 5/4/08,,Tour Company:Lakeland Segway Ltd,0845 619 3456,www.lakelandsegway.co.uk,
https://www.segwayguidedtours.com/tour.cfm?Tour=427,Segway of Richmond,"Richmond, Virginia",Added: 5/6/08,,Tour Company:Segway of Richmond,804.343-1850,www.SegwayOfRichmond.biz,
https://www.segwayguidedtours.com/tour.cfm?Tour=428,Tomorrow's Transport,"Cleveland, Ohio",Added: 5/8/08,,Tour Company:Tomorrow's Transport,440.725-3353,www.TomorrowsTransportLLC.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=426,Gaslamp Segway,"La Jolla, California",Added: 5/5/08,,Tour Company:Gaslamp Segway,619.239-2111,www.GaslampSegway.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=431,Galveston Segway Tours,"Galveston, Texas",Added: 5/12/08,,Tour Company:Galveston Segway Tours,409.762-2255,www.GalvestonSegway.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=430,Myrtle Beach Segway,"Myrtle Beach, South Carolina",Added: 5/10/08,,Tour Company:Myrtle Beach Segway,843.477-0800,www.MBsegway.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=433,Houston Segway Tours,"Houston, Texas",Added: 5/17/08,,Tour Company:Houston Segway Tours,409.996-7007,www.HoustonSegway.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=434,CHICAGO SEGWAY TOUR,"Chicago, Illinois",Added: 5/18/08,,Tour Company:CHICAGO SEGWAY TOUR,708.214-6807,www.ChicagoSegwayTour.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=432,Segway Point Ruhr,"Essen, Germany",Added: 5/16/08,,Tour Company:Segway Point Ruhr,004920117674922,www.segway-tour-ruhr.de,
https://www.segwayguidedtours.com/tour.cfm?Tour=440,SegwaySouthBeach.com,"Miami Beach, Florida",Added: 5/28/08,,Tour Company:SegwaySouthBeach.com,954.804-0253,www.SegwaySouthBeach.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=439,SegwayHollywood.com,"Hollywood, Florida",Added: 5/28/08,,Tour Company:SegwayHollywood.com,954.804-0253,www.SegwayHollywood.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=438,"SegTours, LLC","Gettysburg, Pennsylvania",Added: 5/26/08,,"Tour Company:SegTours, LLC",717.253-7987,www.SegTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=437,Segway SF Bay,"San Francisco, California",Added: 5/24/08,,Tour Company:Segway SF Bay,415.716-9910,www.segwaySFbay.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=442,Segway of the Hudson Valley,"Poughkeepsie, New York",Added: 6/10/08,,Tour Company:Segway of the Hudson Valley,845.485-7349,www.SegwayOfTheHudsonValley.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=446,Segway of Ontario,"Horseshoe Valley, Canada",Added: 6/15/08,,Tour Company:Segway of Ontario,416.642-0008,www.SegwayOfOntario.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=459,Ocitania Multiesports,"Gualta, Spain",Added: 7/12/08,,Tour Company:Ocitania Multiesports,972 755 082,www.ocitania.cat,
https://www.segwayguidedtours.com/tour.cfm?Tour=462,Bike Chicago Rentals & Tours,"Chicago, Illinois",Added: 7/16/08,,Tour Company:Bike Chicago Rentals & Tours,312.729-1000,www.BikeChicago.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=461,Segway of Pacific Beach,"San Diego, California",Added: 7/13/08,,Tour Company:Segway of Pacific Beach,858.270-2881,www.SegwayPB.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=460,Zegweg,"Nijetrijne, Netherlands",Added: 7/13/08,,Tour Company:Zegweg,+31 6 54956045,www.zegweg.nl,
https://www.segwayguidedtours.com/tour.cfm?Tour=465,Cabra Montez,"Sintra, Portugal",Added: 7/23/08,,Tour Company:Cabra Montez,+351 91 7446668,www.CabraMontez.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=471,City Segway Tours of San Francisco,"San Francisco, California",Added: 8/8/08,08/07/2020,Tour Company:City Segway Tours of San Francisco,415.409-0672,www.CitySegwayTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=466,Segway Experience Tours & Rents,"Ferrara, Italy",Added: 8/5/08,,Tour Company:Segway Experience Tours & Rents,www.SegwayExperience.it,Ferrara Travel Guides,
https://www.segwayguidedtours.com/tour.cfm?Tour=468,Segway Citytour,"Travemunde/priwall Peninsula, Germany",Added: 8/7/08,,Tour Company:Segway Citytour,(0)451-3999583,Ostsee.Segway-Citytour.de,
https://www.segwayguidedtours.com/tour.cfm?Tour=467,World On Wheels Segway Tours,"Peoria, Illinois",Added: 8/7/08,,Tour Company:World On Wheels Segway Tours,309.453-0916,www.WorldOnWheelsPeoria.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=469,Segway Citytour,"Timmendorf/scharbeutz, Germany",Added: 8/7/08,,Tour Company:Segway Citytour,(0)451/3999583,Ostsee.Segway-Citytour.de,
https://www.segwayguidedtours.com/tour.cfm?Tour=472,Firefly Hollow Tours,"Little Hocking, Ohio",Added: 8/9/08,,Tour Company:Firefly Hollow Tours,740.989-2405,www.FHSigns.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=470,Segway Citytour,"Berlin, Germany",Added: 8/7/08,,Tour Company:Segway Citytour,070000-734929,Berlin.Segway-Citytour.de,
https://www.segwayguidedtours.com/tour.cfm?Tour=476,Segway Tour Thailand,"Bangkok, Thailand",Added: 8/22/08,,Tour Company:Segway Tour Thailand,+662 2214525,www.SegwayTourThailand.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=479,Natoural Segway,"Murcia, Spain",Added: 9/4/08,,Tour Company:Natoural Segway,00 34 659 255 176,www.NatouralSegway.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=480,Natoural Segway,"Cartagena, Spain",Added: 9/4/08,,Tour Company:Natoural Segway,00 34 659 255 176,www.NatouralSegway.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=481,Natoural Segway,"San Pedro Del Pinatar, Spain",Added: 9/4/08,,Tour Company:Natoural Segway,00 34 659 255 176,www.NatouralSegway.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=489,Tri City Segway,"Richland, Washington",Added: 9/29/08,,Tour Company:Tri City Segway,509.946-1446,www.TriCitySegway.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=487,Mission City Segways,"San Antonio, Texas",Added: 9/16/08,,Tour Company:Mission City Segways,210.388-2557,www.MissionCitySegways.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=491,Segway of Newport,"Newport, Rhode Island",Added: 10/1/08,,Tour Company:Segway of Newport,401.619-4010,www.SegwayOfNewport.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=494,iCafe do Sul Consultoria Ltda,"Porto Alegre, Brazil",Added: 10/9/08,,Tour Company:iCafe do Sul Consultoria Ltda,www.SegwayPOA.blogspot.com,Porto Alegre Travel Guides,
https://www.segwayguidedtours.com/tour.cfm?Tour=492,Segway Fun Tours,"San Miguel De Allende, Mexico",Added: 10/5/08,,Tour Company:Segway Fun Tours,52-415 15 47979,www.SegwayMexico.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=498,Segway of Hampton Roads,"Norfolk, Virginia",Added: 10/26/08,,Tour Company:Segway of Hampton Roads,757.412-9734,www.SegwayOfHamptonRoads.us,
https://www.segwayguidedtours.com/tour.cfm?Tour=502,Tarheel Adventures,"New Bern, North Carolina",Added: 11/13/08,,Tour Company:Tarheel Adventures,919.320-4494,www.TarheelAdventures.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=503,Tarheel Adventures,"Four Oaks, North Carolina",Added: 11/13/08,,Tour Company:Tarheel Adventures,919.934-9590,www.TarheelAdventures.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=504,Magic Carpet Glide LLC,"Tampa, Florida",Added: 11/20/08,,Tour Company:Magic Carpet Glide LLC,813.380-1916,www.MagicCarpetGlide.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=500,Segway Garda,"Moniga Del Garda, Italy",Added: 11/6/08,,Tour Company:Segway Garda,+393489255060,www.segwaygarda.it,
https://www.segwayguidedtours.com/tour.cfm?Tour=501,Segway Garda,"Milan, Italy",Added: 11/6/08,,Tour Company:Segway Garda,+393489255060,www.segwaygarda.it,
https://www.segwayguidedtours.com/tour.cfm?Tour=509,Segway of Geneva,"Geneva, Switzerland",Added: 12/1/08,,Tour Company:Segway of Geneva,www.SegwayOfGeneva.com,Geneva Travel Guides,
https://www.segwayguidedtours.com/tour.cfm?Tour=512,Segway of Antigua and Barbuda,"St. Johns, Antigua And Barbuda",Added: 1/5/09,,Tour Company:Segway of Antigua and Barbuda,268.562-7433,www.SegwayAntigua.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=528,Italy Segway Tours,"Milan, Italy",Added: 1/28/09,,Tour Company:Italy Segway Tours,+39 055 2398855,www.ItalySegwayTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=527,Italy Segway Tours,"Pisa, Italy",Added: 1/28/09,,Tour Company:Italy Segway Tours,+39 055 2398855,www.ItalySegwayTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=516,Segway of Lake Havasu,"Lake Havasu City, Arizona",Added: 1/21/09,,Tour Company:Segway of Lake Havasu,888.422-8198,www.SegwayOfLakeHavasu.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=523,Super Segway LV,"Jurmala, Latvia",Added: 1/25/09,,Tour Company:Super Segway LV,+37129207291,www.segway.lv,
https://www.segwayguidedtours.com/tour.cfm?Tour=524,Super Segway LV,"Riga, Latvia",Added: 1/25/09,,Tour Company:Super Segway LV,+37129207291,www.segway.lv,
https://www.segwayguidedtours.com/tour.cfm?Tour=529,Reno Fun Tours,"Reno, Nevada",Added: 2/5/09,,Tour Company:Reno Fun Tours,775.223-4173,www.RenoFunTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=532,BarcelonaSegwayFun,"Barcelona, Spain",Added: 2/11/09,,Tour Company:BarcelonaSegwayFun,www.BarcelonaSegwayFun.com,Barcelona Travel Guides,
https://www.segwayguidedtours.com/tour.cfm?Tour=536,Motohealth,"Lisbon, Portugal",Added: 2/13/09,,Tour Company:Motohealth,351-913008027,www.motohealth.pt,
https://www.segwayguidedtours.com/tour.cfm?Tour=533,GlideTours,"Dublin, Ireland",Added: 2/11/09,,Tour Company:GlideTours,+35318223388,www.glidetours.ie,
https://www.segwayguidedtours.com/tour.cfm?Tour=539,City Segway Tours,"Berlin, Germany",Added: 2/22/09,,Tour Company:City Segway Tours,+4930 24047991,www.citysegwaytours.com/berlin,
https://www.segwayguidedtours.com/tour.cfm?Tour=538,Valencia Bikes,"Valencia, Spain",Added: 2/22/09,,Tour Company:Valencia Bikes,+34 96 385 1740,www.ValenciaBikes.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=541,Consegway,"Murcia, Spain",Added: 2/28/09,,Tour Company:Consegway,655449876,www.consegway.es,
https://www.segwayguidedtours.com/tour.cfm?Tour=542,Magic Broomstick Tours,"Auckland, New Zealand",Added: 3/7/09,,Tour Company:Magic Broomstick Tours,027 3393 155,Auckland Travel Guides,
https://www.segwayguidedtours.com/tour.cfm?Tour=547,Segway of Barbados,"Bridgetown, Barbados",Added: 3/30/09,,Tour Company:Segway of Barbados,12462536772,www.SegwayBarbados.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=545,SEGAWAY TOURS OF COLUMBUS,"Columbus, Ohio",Added: 3/24/09,,Tour Company:SEGAWAY TOURS OF COLUMBUS,614.222-3005,www.SegawayToursOfColumbus.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=546,Adventure Tours of Idaho,"Boise, Idaho",Added: 3/25/09,,Tour Company:Adventure Tours of Idaho,www.AdventureToursOfIdaho.com,Boise Travel Guides,
https://www.segwayguidedtours.com/tour.cfm?Tour=549,"GOSEGWAYTOURS, Original Segway Tours","Lisbon, Portugal",Added: 4/3/09,,"Tour Company:GOSEGWAYTOURS, Original Segway Tours",+351 210 970 827,www.GoSegwayTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=559,Shoreline Segway,"Madison, Connecticut",Added: 5/12/07,,Tour Company:Shoreline Segway,203.215-3900,www.SegwayToursAndRentals.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=557,Shoreline Segway,"Mystic, Connecticut",Added: 5/12/07,,Tour Company:Shoreline Segway,203.215-3900,www.SegwayToursAndRentals.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=558,Shoreline Segway,"Guilford, Connecticut",Added: 5/12/07,,Tour Company:Shoreline Segway,203.215-3900,www.SegwayToursAndRentals.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=560,Segway Southwest UK,"Haldon Forest, England",Added: 4/5/09,,Tour Company:Segway Southwest UK,07545917416,www.SegwaySouthwest.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=561,STRASSENGLEITER,"Hanau, Germany",Added: 4/11/09,,Tour Company:STRASSENGLEITER,+49 700 98768876,www.strassengleiter.de,
https://www.segwayguidedtours.com/tour.cfm?Tour=564,rpf werbung,"Bamberg, Germany",Added: 4/15/09,,Tour Company:rpf werbung,49-911-933-25-0,www.segwaytour-bamberg.de,
https://www.segwayguidedtours.com/tour.cfm?Tour=562,Segway Of Healsdburg,"Healdsburg, California",Added: 4/12/09,,Tour Company:Segway Of Healsdburg,707.953-3477,www.SegwayOfHealdsburg.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=566,Cowtown Segway,"Dallas / Fort Worth, Texas",Added: 4/24/09,,Tour Company:Cowtown Segway,817.284.9191,www.CowtownSegway.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=567,Suwanee Segway,"Suwanee, Georgia",Added: 4/25/09,,Tour Company:Suwanee Segway,678.546-0100,www.SuwaneeSegway.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=569,Sunshine Segway,"Ocala, Florida",Added: 5/3/09,,Tour Company:Sunshine Segway,352.207-4341,www.SunshineSegwayOfFlorida.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=571,Southern Segway,"Maidstone, England",Added: 5/4/09,,Tour Company:Southern Segway,0845 619 0007,www.segwaytours.co.uk,
https://www.segwayguidedtours.com/tour.cfm?Tour=572,The Segway Adventure,"Tampa, Florida",Added: 5/4/09,,Tour Company:The Segway Adventure,813.600-7048,www.TheSegwayAdventure.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=574,The Segway Adventure,"Clearwater, Florida",Added: 5/4/09,,Tour Company:The Segway Adventure,813.600-7048,www.TheSegwayAdventure.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=575,The Segway Adventure,"Dunedin, Florida",Added: 5/4/09,,Tour Company:The Segway Adventure,813.600-7048,www.TheSegwayAdventure.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=576,Segwau ua,"Kiev, Ukraine",Added: 5/5/09,,Tour Company:Segwau ua,+380443604302,www.segway.in.ua,
https://www.segwayguidedtours.com/tour.cfm?Tour=577,Barcelona Segway Glides,"Barcelona, Spain",Added: 5/6/09,,Tour Company:Barcelona Segway Glides,+34678777371,www.BarcelonaSegwayGlides.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=579,Rivercity Segway Tours,"San Antonio, Texas",Added: 5/11/09,,Tour Company:Rivercity Segway Tours,210.260-4513,www.RivercitySegwayTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=580,SegwayCAT,"Barcelona, Spain",Added: 5/12/09,,Tour Company:SegwayCAT,www.SegwayTours.cat,Barcelona Travel Guides,
https://www.segwayguidedtours.com/tour.cfm?Tour=582,Segway of Hershey,"Hershey, Pennsylvania",Added: 5/19/09,,Tour Company:Segway of Hershey,717.668-1641,www.SegwayOfHershey.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=581,SegwayCAT,"Girona, Spain",Added: 5/12/09,,Tour Company:SegwayCAT,www.SegwayTours.cat,Girona Travel Guides,
https://www.segwayguidedtours.com/tour.cfm?Tour=584,MOBILBOARD,"Nice, France",Added: 5/22/09,,Tour Company:MOBILBOARD,04 93 80 21 27,www.mobilboard.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=585,"Segway Tours of Grand Rapids, LLC","Grand Rapids, Michigan",Added: 5/21/09,,"Tour Company:Segway Tours of Grand Rapids, LLC",616.780-5587,www.SegwayToursOfGR.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=587,Segway Experience Tours & Rents,"Como, Italy",Added: 5/28/09,,Tour Company:Segway Experience Tours & Rents,www.SegwayExperience.it,Como Travel Guides,
https://www.segwayguidedtours.com/tour.cfm?Tour=589,Segwaytours CPH,"Copenhagen, Denmark",Added: 4/3/09,,Tour Company:Segwaytours CPH,+45 22 35 62 86,www.segwaytourscph.dk,
https://www.segwayguidedtours.com/tour.cfm?Tour=590,Gray Line of Seattle,"Seattle, Washington",Added: 5/31/09,,Tour Company:Gray Line of Seattle,800.824-8897,www.grayline.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=588,Segway Experience Tours & Rents,"Padua, Italy",Added: 5/28/09,,Tour Company:Segway Experience Tours & Rents,www.SegwayExperience.it,Padua Travel Guides,
https://www.segwayguidedtours.com/tour.cfm?Tour=597,Segway Napa,"Napa Valley, California",Added: 6/6/09,,Tour Company:Segway Napa,707.254-9773,www.SegwayNapa.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=599,Segway of Lake Havasu,"Williams, Arizona",Added: 6/2/09,,Tour Company:Segway of Lake Havasu,888.422-8198,www.SegwayOfLakeHavasu.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=600,Segway Napa,"Yountville, California",Added: 6/12/09,,Tour Company:Segway Napa,707.254-9773,www.SegwayNapa.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=601,Segway Napa,"Calistoga, California",Added: 6/12/09,,Tour Company:Segway Napa,707.254-9773,www.SegwayNapa.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=602,i-Segway,"Dubai, United Arab Emirates",Added: 6/13/09,,Tour Company:i-Segway,971 4 295 5049,www.i-Segway.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=603,SEGWAY EXPERIENCE,"Prague, Czech Republic",Added: 6/14/09,,Tour Company:SEGWAY EXPERIENCE,420 731 238 264,www.segwayfun.eu,
https://www.segwayguidedtours.com/tour.cfm?Tour=605,Munchen Segway Tours,"Munich, Germany",Added: 6/18/09,,Tour Company:Munchen Segway Tours,+49 (0) 89 255 43 987,www.MikesBikeTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=619,Clark's Trading Post,"Lincoln, New Hampshire",Added: 6/28/09,,Tour Company:Clark's Trading Post,603.745-8913,www.ClarksTradingPost.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=622,Southeast Michigan Segway LLC,"Detroit, Michigan",Added: 6/30/09,,Tour Company:Southeast Michigan Segway LLC,313.909-8685,www.semseg.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=625,GENOVAELECTRICTOUR,"Genova, Italy",Added: 7/5/09,,Tour Company:GENOVAELECTRICTOUR,0103025775,www.genovaelectrictour.it,
https://www.segwayguidedtours.com/tour.cfm?Tour=629,1800-SEGWAY Xperiences,"Queensland, Australia",Added: 7/13/09,,Tour Company:1800-SEGWAY Xperiences,+61 1300 973 743,www.xperiences.com.au,
https://www.segwayguidedtours.com/tour.cfm?Tour=630,segway-kult-tour,"Berlin, Germany",Added: 7/17/09,,Tour Company:segway-kult-tour,www.segway-kult-tour.de,Berlin Travel Guides,
https://www.segwayguidedtours.com/tour.cfm?Tour=632,Sundance Segway Tours,"Duck Key, Florida",Added: 7/23/09,,Tour Company:Sundance Segway Tours,305.743-0145,www.SundanceWatersports.net,
https://www.segwayguidedtours.com/tour.cfm?Tour=631,Red Rose Seg Tours,"Lancaster, Pennsylvania",Added: 7/22/09,,Tour Company:Red Rose Seg Tours,877.393-8345,www.RedRoseSegTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=633,Ecomotion Tours,"Jacksonville, Florida",Added: 7/23/09,,Tour Company:Ecomotion Tours,904.251-9477,www.EcomotionTours.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=640,Bike and Roll Miami,"Miami Beach, Florida",Added: 8/18/09,,Tour Company:Bike and Roll Miami,305.604-0001,www.BikeAndRoll.com,
https://www.segwayguidedtours.com/tour.cfm?Tour=641,SC AUTHENTIC TRAVEL SRL,"Brasov, Romania",Added: 8/19/09,,Tour Company:SC AUTHENTIC TRAVEL SRL,0040268417092,www.authentic-travel.ro,
